sample,time,optimized_price,noise,ess_offer,ess_bid,demand,thermal,renewable,charge,discharge,soc,price,objective_value,ess_surplus,ess_profit,cost_to_serve,actual_cost
23,6,50.0,-4.1633,45.8367,40.0,100.0,75.0,0.0,0.0,25.0,0.0,50.0,17542.65,13512.78,14125.0,25375.0,4250.0
24,1,43.1,2.0325,45.1325,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,18902.44,3743.92,3902.25,25406.0,15203.0
24,2,50.0,2.0325,52.0325,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,18902.44,3743.92,3902.25,25406.0,15203.0
24,3,-0.0,2.0325,2.0325,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,18902.44,3743.92,3902.25,25406.0,15203.0
24,4,-0.0,2.0325,2.0325,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,18902.44,3743.92,3902.25,25406.0,15203.0
24,5,50.0,2.0325,52.0325,50.0,200.0,100.0,25.0,0.0,75.0,0.0,52.03,18902.44,3743.92,3902.25,25406.0,15203.0
24,6,50.0,2.0325,52.0325,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,18902.44,3743.92,3902.25,25406.0,15203.0
25,1,43.1,14.4198,57.5198,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19831.49,4673.17,4831.5,27884.0,16442.0
25,2,50.0,14.4198,64.4198,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19831.49,4673.17,4831.5,27884.0,16442.0
25,3,-0.0,14.4198,14.4198,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19831.49,4673.17,4831.5,27884.0,16442.0
25,4,-0.0,14.4198,14.4198,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19831.49,4673.17,4831.5,27884.0,16442.0
25,5,50.0,14.4198,64.4198,50.0,200.0,100.0,25.0,0.0,75.0,0.0,64.42,19831.49,4673.17,4831.5,27884.0,16442.0
25,6,50.0,14.4198,64.4198,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19831.49,4673.17,4831.5,27884.0,16442.0
26,1,43.1,-16.0182,27.0818,0.0,100.0,0.0,200.0,100.0,0.0,90.0,14.42,14104.72,12445.78,13058.0,26442.0,4250.0
26,2,50.0,-16.0182,33.9818,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,14104.72,12445.78,13058.0,26442.0,4250.0
26,3,-0.0,-16.0182,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,14104.72,12445.78,13058.0,26442.0,4250.0
26,4,-0.0,-16.0182,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,14104.72,12445.78,13058.0,26442.0,4250.0
26,5,50.0,-16.0182,33.9818,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,14104.72,12445.78,13058.0,26442.0,4250.0
26,6,50.0,-16.0182,33.9818,40.0,100.0,75.0,0.0,-0.0,25.0,0.0,50.0,14104.72,12445.78,13058.0,26442.0,4250.0
27,1,43.1,0.7722,43.8722,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,18807.91,3649.42,3807.75,25154.0,15077.0
27,2,50.0,0.7722,50.7722,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,18807.91,3649.42,3807.75,25154.0,15077.0
27,3,-0.0,0.7722,0.7722,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,18807.91,3649.42,3807.75,25154.0,15077.0
27,4,-0.0,0.7722,0.7722,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,18807.91,3649.42,3807.75,25154.0,15077.0
27,5,50.0,0.7722,50.7722,50.0,200.0,100.0,25.0,0.0,75.0,0.0,50.77,18807.91,3649.42,3807.75,25154.0,15077.0
27,6,50.0,0.7722,50.7722,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,18807.91,3649.42,3807.75,25154.0,15077.0
28,1,43.1,6.3815,49.4815,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19228.62,4070.17,4228.5,26276.0,15638.0
28,2,50.0,6.3815,56.3815,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19228.62,4070.17,4228.5,26276.0,15638.0
